"id","lang","lang_key","lang_value","created_at","updated_at"
"1794","vn","3. Once you have downloaded and filled the skeleton file, upload it in the form below and submit.","3. Một khi bạn đã tải về và điền các tập tin khung xương, tải nó vào mẫu dưới đây và gửi đi.","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1795","vn","4. After uploading products you need to edit them and set products images and choices.","4. Sau khi tải lên sản phẩm, bạn cần phải chỉnh sửa chúng và cài hình ảnh và lựa chọn.","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1796","vn","Download CSV","Tải CSV","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1797","vn","1. Category,Sub category,Sub Sub category and Brand should be in numerical ids.","1. Danh mục, Danh mục con, Danh mục con của con và thương hiệu phải ở dạng số.","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1798","vn","2. You can download the pdf to get Category,Sub category,Sub Sub category and Brand id.","2. Bạn có thể tải pdf để lấy danh mục, danh mục con, danh mục con của con và id thương hiệu.","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1799","vn","Download Category","Tải về danh mục","2021-06-01 07:12:05","2021-06-10 06:49:45"
"1800","vn","Download Sub category","Tải về danh mục con","2021-06-01 07:12:05","2021-06-10 06:49:45"
"1801","vn","Download Sub Sub category","Tải về danh mục con của con","2021-06-01 07:12:05","2021-06-10 06:49:45"
"1802","vn","Download Brand","Tải về thương hiệu","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1803","vn","Upload CSV File","Tải lên tập tin CSV","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1804","vn","CSV","CSV","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1805","vn","Choose CSV File","Chọn tệp CSV","2021-06-01 07:12:05","2021-06-10 06:49:45"
"1806","vn","Upload","Tải lên","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1807","vn","Add New Digital Product","Thêm sản phẩm kỹ thuật số mới","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1808","vn","Available Status","Trạng thái có sẵn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1809","vn","Admin Status","Trạng thái quản trị viên","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1810","vn","Pending Balance","Số dư đang chờ xử lý","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1811","vn","Send Withdraw Request","Gửi yêu cầu rút tiền","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1812","vn","Withdraw Request history","Lịch sử yêu cầu rút tiền","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1813","vn","Amount","Số tiền","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1814","vn","Status","Trạng thái","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1815","vn","Message","Tin nhắn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1816","vn","Send A Withdraw Request","Gửi Một Yêu Cầu Rút Tiền","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1817","vn","Basic Info","Thông tin cơ bản","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1818","vn","Your Phone","Điện thoại của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1819","vn","Photo","Hình ảnh","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1820","vn","Your Password","Mật khẩu của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1821","vn","New Password","Mật khẩu mới","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1822","vn","Confirm Password","Xác nhận mật khẩu","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1823","vn","Add New Address","Thêm địa chỉ mới","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1824","vn","Payment Setting","Thiết lập thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1825","vn","Cash Payment","Thanh toán bằng tiền mặt","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1826","vn","Bank Payment","Thanh toán ngân hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1827","vn","Bank Name","Tên ngân hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1828","vn","Bank Account Name","Tên tài khoản ngân hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1829","vn","Bank Account Number","Số tài khoản ngân hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1830","vn","Bank Routing Number","Số định tuyến ngân hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1831","vn","Update Profile","Cập nhật hồ sơ","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1832","vn","Change your email","Thay đổi email của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1833","vn","Your Email","Email của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1834","vn","Sending Email...","Đang gửi email...","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1835","vn","Verify","Xác minh","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1836","vn","Update Email","Cập nhật email","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1837","vn","New Address","Địa chỉ mới","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1838","vn","Your Address","Địa chỉ của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1839","vn","Country","Quốc gia","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1840","vn","Select your country","Chọn quốc gia của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1841","vn","City","Thành phố","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1842","vn","Your City","Thành phố của Ban","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1843","vn","Your Postal Code","Postal Code của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1844","vn","880","880","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1845","vn","Received Refund Request","Đã nhận được yêu cầu hoàn lại tiền","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1846","vn","Premium Packages for Sellers","Gói Premium cho người bán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1847","vn","Product Upload","Tải lên sản phẩm","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1848","vn","Digital Product Upload","Tải lên sản phẩm kỹ thuật số","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1849","vn","Purchase Package","Mua gói","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1850","vn","Select Payment Type","Chọn phương thức thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1851","vn","Payment Type","Phương thức thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1852","vn","Select One","Chọn một","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1853","vn","Online payment","Thanh toán trực tuyến","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1854","vn","Offline payment","Thanh toán ngoại tuyến","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1855","vn","Purchase Your Package","Mua gói của bạn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1856","vn","Paypal","Paypal","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1857","vn","Stripe","Stripe","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1858","vn","sslcommerz","sslcommerz","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1859","vn","Confirm","Xác nhận","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1860","vn","Offline Package Payment","Thanh toán gói ngoại tuyến","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1861","vn","Transaction ID","ID giao dịch","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1862","vn","Choose image","Chọn hình ảnh","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1863","vn","Delivery Status","Tình trạng giao hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1864","vn","Payment Status","Tình trạng thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1865","vn","Paid","Đã thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1866","vn","Order Details","Chi tiết đơn hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1867","vn","Download Invoice","Tải về hóa đơn","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1868","vn","Unpaid","Chưa thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1869","vn","Order placed","Đã đặt hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1870","vn","Confirmed","Đã xác nhận","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1871","vn","On delivery","Đang giao hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1872","vn","Delivered","Đã giao hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1873","vn","Order Summary","Tóm tắt đơn hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1874","vn","Order Code","Mã đơn hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1875","vn","Customer","Khách hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1876","vn","Total order amount","Tổng số tiền đặt hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1877","vn","Shipping metdod","Phương thức giao hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1878","vn","Flat shipping rate","Tỷ lệ giao hàng cố định","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1879","vn","Payment metdod","Phương thức thanh toán","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1880","vn","Variation","Sự thay đổi","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1881","vn","Delivery Type","Loại giao hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1882","vn","Home Delivery","Giao hàng tận nhà","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1883","vn","Order Ammount","Số lượng đơn đặt hàng","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1884","vn","Subtotal","Tổng phụ","2021-06-01 07:12:05","2021-06-01 07:12:05"
"1885","vn","Coupon Discount","Phiếu giảm giá","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1886","vn","N/A","N / A","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1887","vn","In stock","Trong kho","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1888","vn","Buy Now","Mua ngay","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1889","vn","Item added to your cart!","Mặt hàng đã được thêm vào giỏ hàng!","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1890","vn","Proceed to Checkout","Tiến hành thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1891","vn","Cart Items","Giỏ hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1892","vn","1. My Cart","1. Giỏ hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1893","vn","View cart","Xem giỏ hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1894","vn","2. Shipping info","2. Thông tin giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1895","vn","Checkout","Thủ tục thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1896","vn","3. Delivery info","3. Thông tin giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1897","vn","4. Payment","4. Thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1898","vn","5. Confirmation","5. Xác nhận","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1899","vn","Remove","Xoá","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1900","vn","Return to shop","Quay trở lại cửa hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1901","vn","Continue to Shipping","Tiếp tục giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1902","vn","Or","Hoặc","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1903","vn","Guest Checkout","Khách thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1904","vn","Continue to Delivery Info","Tiếp tục đến thông tin giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1905","vn","Postal Code","Mã bưu điện","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1906","vn","Choose Delivery Type","Chọn loại giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1907","vn","Local Pickup","Nhận tại địa phương","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1908","vn","Select your nearest pickup point","Chọn điểm đón gần nhất","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1909","vn","Continue to Payment","Tiếp tục đến thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1910","vn","Select a payment option","Chọn một tùy chọn thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1911","vn","Razorpay","Razorpay","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1912","vn","Paystack","Paystack","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1913","vn","VoguePay","VoguePay","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1914","vn","payhere","PayHere","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1915","vn","ngenius","ngenius","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1916","vn","Paytm","Paytm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1917","vn","Cash on Delivery","Thanh toán khi giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1918","vn","Your wallet balance :","Số dư trong ví của bạn:","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1919","vn","Insufficient balance","Số dư không đủ","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1920","vn","I agree to the","Tôi đồng ý với","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1921","vn","Complete Order","Hoàn thành đặt hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1922","vn","Summary","Tóm lược","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1923","vn","Items","Mặt hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1924","vn","Total Club point","Tổng số điểm Club","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1925","vn","Total Shipping","Tổng số giao hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1926","vn","Have coupon code? Enter here","Có mã phiếu giảm giá? Điền vào đây","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1927","vn","Apply","Áp dụng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1928","vn","You need to agree with our policies","Bạn cần phải đồng ý với chính sách của chúng tôi","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1929","vn","Forgot password","Quên mật khẩu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1930","vn","SEO Setting","Cài đặt SEO","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1931","vn","System Update","Cập nhật hệ thống","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1932","vn","Add New Payment Method","Thêm phương thức thanh toán mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1933","vn","Manual Payment Method","Phương thức thanh toán thủ công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1934","vn","Heading","Tiêu đề","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1935","vn","Logo","Logo","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1936","vn","Manual Payment Information","Thông tin Thanh toán thủ công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1937","vn","Type","Kiểu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1938","vn","Custom Payment","Thanh toán tùy chỉnh","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1939","vn","Check Payment","Kiểm tra thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1940","vn","Checkout Thumbnail","Hình thu nhỏ thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1941","vn","Payment Instruction","Hướng dẫn thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1942","vn","Bank Information","Thông tin ngân hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1943","vn","Select File","Chọn tập tin","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1944","vn","Upload New","Tải lên mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1945","vn","Sort by newest","Sắp xếp theo mới nhất","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1946","vn","Sort by oldest","Sắp xếp theo cũ nhất","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1947","vn","Sort by smallest","Sắp xếp theo nhỏ nhất","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1948","vn","Sort by largest","Sắp xếp theo lớn nhất","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1949","vn","Selected Only","Chọn một","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1950","vn","No files found","Không tìm thấy tệp","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1951","vn","0 File selected","0 tập tin được lựa chọn","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1952","vn","Clear","Làm rỗng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1953","vn","Prev","Trước","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1954","vn","Next","Kế tiếp","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1955","vn","Add Files","Thêm các tập tin","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1956","vn","Method has been inserted successfully","Phương pháp đã được thêm thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1957","vn","Order Date","Ngày đặt hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1958","vn","Bill to","Hoá đơn để","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1959","vn","Sub Total","Tổng phụ","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1960","vn","Total Tax","Tổng thuế","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1961","vn","Grand Total","Tổng cộng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1962","vn","Your order has been placed successfully. Please submit payment information from purchase history","Đơn hàng của bạn đã được đặt thành công. Vui lòng gửi thông tin thanh toán từ lịch sử mua hàng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1963","vn","Thank You for Your Order!","Cảm ơn bạn đã đặt hàng!","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1964","vn","Order Code:","Mã đơn hàng:","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1965","vn","A copy or your order summary has been sent to","Một bản sao hoặc bản tóm tắt đơn hàng của bạn đã được gửi đến","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1966","vn","Make Payment","Thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1967","vn","Payment screenshot","Ảnh chụp màn hình thanh toán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1968","vn","Paypal Credential","Thông tin xác thực Paypal","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1969","vn","Paypal Client ID","Paypal Client ID","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1970","vn","Paypal Client Secret","Paypal Client Secret","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1971","vn","Paypal Sandbox Mode","Paypal Sandbox Mode","2021-06-01 07:12:06","2021-06-10 08:44:59"
"1972","vn","Sslcommerz Credential","Thông tin xác thực Sslcommerz","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1973","vn","Sslcz Store Id","Sslcz Store Id","2021-06-01 07:12:06","2021-06-10 08:43:29"
"1974","vn","Sslcz store password","Sslcz store password","2021-06-01 07:12:06","2021-06-10 08:43:57"
"1975","vn","Sslcommerz Sandbox Mode","Sslcommerz Sandbox Mode","2021-06-01 07:12:06","2021-06-10 08:44:59"
"1976","vn","Stripe Credential","Thông tin xác thực Stripe","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1977","vn","STRIPE KEY","STRIPE KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1978","vn","STRIPE SECRET","STRIPE SECRET","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1979","vn","RazorPay Credential","Thông tin xác thực RazorPay","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1980","vn","RAZOR KEY","RAZOR KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1981","vn","RAZOR SECRET","RAZOR SECRET","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1982","vn","Instamojo Credential","Thông tin xác thực Instamojo","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1983","vn","API KEY","API KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1984","vn","IM API KEY","IM KEY API","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1985","vn","AUTH TOKEN","AUTH TOKEN","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1986","vn","IM AUTH TOKEN","IM AUTH TOKEN","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1987","vn","Instamojo Sandbox Mode","Instamojo Sandbox Mode","2021-06-01 07:12:06","2021-06-10 08:44:59"
"1988","vn","PayStack Credential","Thông tin xác thực PayStack","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1989","vn","PUBLIC KEY","PUBLIC KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1990","vn","SECRET KEY","SECRET KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1991","vn","MERCHANT EMAIL","MERCHANT EMAIL","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1992","vn","VoguePay Credential","Thông tin xác thực VoguePay","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1993","vn","MERCHANT ID","MERCHANT ID","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1994","vn","Sandbox Mode","Sandbox Mode","2021-06-01 07:12:06","2021-06-10 08:44:59"
"1995","vn","Payhere Credential","Thông tin xác thực Payhere","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1996","vn","PAYHERE MERCHANT ID","PAYHERE ID MERCHANT","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1997","vn","PAYHERE SECRET","PAYHERE SECRET","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1998","vn","PAYHERE CURRENCY","PAYHERE CURRENCY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"1999","vn","Payhere Sandbox Mode","Payhere Sandbox Mode","2021-06-01 07:12:06","2021-06-10 08:44:59"
"2000","vn","Ngenius Credential","Thông tin xác thực Ngenius","2021-06-01 07:12:06","2021-06-10 08:41:42"
"2001","vn","NGENIUS OUTLET ID","NGENIUS OUTLET ID","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2002","vn","NGENIUS API KEY","NGENIUS API KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2003","vn","NGENIUS CURRENCY","NGENIUS CURRENCY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2004","vn","Mpesa Credential","Thông tin xác thực Mpesa","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2005","vn","MPESA CONSUMER KEY","MPESA CONSUMER KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2006","vn","MPESA_CONSUMER_KEY","MPESA_CONSUMER_KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2007","vn","MPESA CONSUMER SECRET","MPESA CONSUMER SECRET","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2008","vn","MPESA_CONSUMER_SECRET","MPESA_CONSUMER_SECRET","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2009","vn","MPESA SHORT CODE","MPESA SHORT CODE","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2010","vn","MPESA_SHORT_CODE","MPESA_SHORT_CODE","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2011","vn","MPESA SANDBOX ACTIVATION","MPESA kích hoạt Sandbox","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2012","vn","Flutterwave Credential","Thông tin xác thực Flutterwave","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2013","vn","RAVE_PUBLIC_KEY","RAVE_PUBLIC_KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2014","vn","RAVE_SECRET_KEY","RAVE_SECRET_KEY","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2015","vn","RAVE_TITLE","RAVE_TITLE","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2016","vn","STAGIN ACTIVATION","Kích hoạt STAGIN","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2017","vn","All Product","Tất cả sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2018","vn","Sort By","Sắp xếp theo","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2019","vn","Rating (High > Low)","Đánh giá (Cao > Thấp)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2020","vn","Rating (Low > High)","Đánh giá (Thấp > Cao)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2021","vn","Num of Sale (High > Low)","Số lượng bán (Cao > Thấp)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2022","vn","Num of Sale (Low > High)","Số lượng bán (Thấp > Cao)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2023","vn","Base Price (High > Low)","Giá cơ bản (Cao > Thấp)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2024","vn","Base Price (Low > High)","Giá cơ bản (Thấp > Cao)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2025","vn","Type & Enter","Nhập & Enter","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2026","vn","Added By","Được thêm bởi","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2027","vn","Num of Sale","Số lượng bán","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2028","vn","Total Stock","Tổng số cổ phần","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2029","vn","Todays Deal","Ưu đãi trong ngày","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2030","vn","Rating","Xếp hạng","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2031","vn","times","thời gian","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2032","vn","Add Nerw Product","Thêm sản phẩm mới","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2033","vn","Product Information","Thông tin sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2034","vn","Unit","Đơn vị","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2035","vn","Unit (e.g. KG, Pc etc)","Đơn vị (ví dụ KG, Pc vv)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2036","vn","Minimum Qty","Số lượng tối thiểu","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2037","vn","Tags","Thẻ","2021-06-01 07:12:06","2021-06-10 02:37:29"
"2038","vn","Type and hit enter to add a tag","Nhập và nhấn enter để thêm một thẻ (tag)","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2039","vn","Barcode","Mã vạch","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2040","vn","Refundable","Hoàn lại","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2041","vn","Product Images","Hình ảnh sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2042","vn","Gallery Images","Thư viện hình ảnh","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2043","vn","Todays Deal updated successfully","Ưu đãi trong ngày cập nhật thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2044","vn","Published products updated successfully","Các sản phẩm đã xuất bản được cập nhật thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2045","vn","Thumbnail Image","Ảnh nhỏ","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2046","vn","Featured products updated successfully","Các sản phẩm nổi bật được cập nhật thành công","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2047","vn","Product Videos","Video sản phẩm","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2048","vn","Video Provider","Nhà cung cấp video","2021-06-01 07:12:06","2021-06-01 07:12:06"
"2049","vn","Youtube","Youtube","2021-06-01 07:12:06","2021-06-01 07:12:06"
